"","ortho_id","top_hit"
"417","clust_0417","FIG00424242: hypothetical protein"
"418","clust_0418","Transcriptional regulator"
"419","clust_0419","FIG00672350: hypothetical protein"
"420","clust_0420","FIG00672008: hypothetical protein"
"421","clust_0421","Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)"
"422","clust_0422","Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)"
"423","clust_0423","Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib"
"424","clust_0424","6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
"425","clust_0425","6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type"
"426","clust_0426","OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial"
"427","clust_0427","Inorganic pyrophosphatase (EC 3.6.1.1)"
"428","clust_0428","FIG00672110: hypothetical protein"
"429","clust_0429","Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain"
"430","clust_0430","Endonuclease III (EC 4.2.99.18)"
"431","clust_0431","FIG00672070: hypothetical protein"
"432","clust_0432","Valyl-tRNA synthetase (EC 6.1.1.9)"
"433","clust_0433","Arginyl-tRNA synthetase (EC 6.1.1.19)"
"434","clust_0434","Branched-chain amino acid transport system carrier protein"
"435","clust_0435","FIG00671964: hypothetical protein"
"436","clust_0436","narrowly conserved hypothetical membrane protein"
"437","clust_0437","Hypothetical, related to broad specificity phosphatases COG0406"
"438","clust_0438","FIG00423794: hypothetical protein"
"439","clust_0439","Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)"
"440","clust_0440","FIG00672316: hypothetical protein"
"441","clust_0441","UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)"
"442","clust_0442","protein kinase"
"443","clust_0443","DedA protein"
"444","clust_0444","Membrane protein involved in the export of O-antigen and teichoic acid"
"445","clust_0445","SSU ribosomal protein S15p (S13e)"
"446","clust_0446","possible oxidoreductase of the aldo/keto reductase family"
"447","clust_0447","FIG00672116: hypothetical protein"
"448","clust_0448","Aminopeptidase C (EC 3.4.22.40)"
"449","clust_0449","FIG00672057: hypothetical protein"
"450","clust_0450","5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)"
"451","clust_0451","Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)"
"452","clust_0452","Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)"
"453","clust_0453","Guanine-hypoxanthine permease"
"454","clust_0454","LSU ribosomal protein L10p (P0)"
"455","clust_0455","LSU ribosomal protein L7/L12 (P1/P2)"
"456","clust_0456","FIG00424610: hypothetical protein"
"457","clust_0457","FIG00672449: hypothetical protein"
"458","clust_0458","FIG00424428: hypothetical protein"
"459","clust_0459","Heat shock protein 60 family co-chaperone GroES"
"460","clust_0460","Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)"
"461","clust_0461","UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)"
"462","clust_0462","Amino acid permease-associated region precursor"
"463","clust_0463","4Fe-4S ferredoxin, iron-sulfur binding"
"464","clust_0464","DNA polymerase IV (EC 2.7.7.7)"
"465","clust_0465","narrowly conserved hypothetical protein"
"466","clust_0466","FIG000605: protein co-occurring with transport systems (COG1739)"
"467","clust_0467","FIG00672147: hypothetical protein"
"468","clust_0468","LSU ribosomal protein L13p (L13Ae)"
"469","clust_0469","Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)"
"470","clust_0470","LSU ribosomal protein L3p (L3e)"
"471","clust_0471","LSU ribosomal protein L4p (L1e)"
"472","clust_0472","LSU ribosomal protein L16p (L10e)"
"473","clust_0473","LSU ribosomal protein L29p (L35e)"
"474","clust_0474","SSU ribosomal protein S8p (S15Ae)"
"475","clust_0475","LSU ribosomal protein L6p (L9e)"
"476","clust_0476","SSU ribosomal protein S5p (S2e)"
"477","clust_0477","LSU ribosomal protein L15p (L27Ae)"
"478","clust_0478","Preprotein translocase secY subunit (TC 3.A.5.1.1)"
"479","clust_0479","Adenylate kinase (EC 2.7.4.3)"
"480","clust_0480","DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)"
"481","clust_0481","LSU ribosomal protein L17p"
"482","clust_0482","FIG00671934: hypothetical protein"
"483","clust_0483","tRNA pseudouridine synthase A (EC 4.2.1.70)"
"484","clust_0484","hypothetical protein"
"485","clust_0485","Transcription termination protein NusA"
"486","clust_0486","Translation initiation factor 2"
"487","clust_0487","Ribosome-binding factor A"
"488","clust_0488","tRNA pseudouridine synthase B (EC 4.2.1.70)"
"489","clust_0489","Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)"
"490","clust_0490","DNA repair protein RadA"
"491","clust_0491","FIG00423898: hypothetical protein"
"492","clust_0492","Ribose 5-phosphate isomerase A (EC 5.3.1.6)"
"493","clust_0493","Ribonuclease HI (EC 3.1.26.4)"
"494","clust_0494","Phosphoglucomutase (EC 5.4.2.2)"
"495","clust_0495","FIG00672197: hypothetical protein"
"496","clust_0496","FIG00671986: hypothetical protein"
"497","clust_0497","narrowly conserved hypothetical protein"
"498","clust_0498","cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases"
"499","clust_0499","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)"
"500","clust_0500","Dihydroorotate dehydrogenase (EC 1.3.3.1)"
"501","clust_0501","SSU ribosomal protein S6p"
"502","clust_0502","Single-stranded DNA-binding protein"
"503","clust_0503","SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent"
"504","clust_0504","LSU ribosomal protein L9p"
"505","clust_0505","ATP-dependent DNA helicase RecG (EC 3.6.1.-)"
"506","clust_0506","Pseudouridine kinase, ribokinase/adenosine kinase/pfkB family"
"507","clust_0507","Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)"
"508","clust_0508","putative transport protein"
"509","clust_0509","16S rRNA processing protein RimM"
"510","clust_0510","KH domain RNA binding protein YlqC"
"511","clust_0511","Cysteinyl-tRNA synthetase (EC 6.1.1.16)"
"512","clust_0512","Cell division initiation protein"
"513","clust_0513","COG0488: ATPase components of ABC transporters with duplicated ATPase domains"
"514","clust_0514","Ribonuclease PH (EC 2.7.7.56)"
"515","clust_0515","Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)"
"516","clust_0516","Glucose-6-phosphate isomerase (EC 5.3.1.9)"
"517","clust_0517","ABC-type anion transport system, duplicated permease component"
"518","clust_0518","ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component"
"519","clust_0519","LSU ribosomal protein L19p"
"520","clust_0520","Signal peptidase I (EC 3.4.21.89)"
"521","clust_0521","Ribonuclease HII (EC 3.1.26.4)"
"522","clust_0522","FIG00672175: hypothetical protein"
"523","clust_0523","putative secreted protein"
"524","clust_0524","FIG00672571: hypothetical protein"
"525","clust_0525","Thioredoxin"
"526","clust_0526","Seryl-tRNA synthetase (EC 6.1.1.11)"
"527","clust_0527","Xanthine phosphoribosyltransferase (EC 2.4.2.22)"
"528","clust_0528","ATP-dependent DNA helicase UvrD/PcrA"
"529","clust_0529","FIG00672207: hypothetical protein"
"530","clust_0530","ABC transporter permease protein"
"531","clust_0531","Phosphoglycerate mutase family"
"532","clust_0532","Uncharacterized protein containing a divergent version of the methyl-accepting chemotaxis-like domain"
"533","clust_0533","FIG00672243: hypothetical protein"
"534","clust_0534","Putative Holliday junction resolvase (EC 3.1.-.-)"
"535","clust_0535","FIG004453: protein YceG like"
"536","clust_0536","Chorismate synthase (EC 4.2.3.5)"
"537","clust_0537","Shikimate kinase I (EC 2.7.1.71) / 3-dehydroquinate synthase (EC 4.2.3.4)"
"538","clust_0538","3-dehydroquinate dehydratase II (EC 4.2.1.10)"
"539","clust_0539","CTP synthase (EC 6.3.4.2)"
"540","clust_0540","Iron-sulfur cluster assembly protein SufB"
"541","clust_0541","Iron-sulfur cluster assembly protein SufD"
"542","clust_0542","Iron-sulfur cluster assembly ATPase protein SufC"
"543","clust_0543","Cysteine desulfurase (EC 2.8.1.7), SufS subfamily"
"544","clust_0544","Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2"
"545","clust_0545","PaaD-like protein (DUF59) involved in Fe-S cluster assembly"
"546","clust_0546","FIG00423972: hypothetical protein"
"547","clust_0547","FOG: TPR repeat"
"548","clust_0548","Phosphoglycerate mutase (EC 5.4.2.1)"
"549","clust_0549","Phosphate transport system regulatory protein PhoU"
"550","clust_0550","histidine kinase sensor of two component system"
"551","clust_0551","FIG00425582: hypothetical protein"
"552","clust_0552","Surface antigen"
"553","clust_0553","NLP/P60 family protein"
"554","clust_0554","Universal stress protein UspA and related nucleotide-binding proteins"
"555","clust_0555","glycosyl transferase, group 1 family protein"
"556","clust_0556","FIG00672188: hypothetical protein"
"557","clust_0557","Thymidylate synthase (EC 2.1.1.45)"
"558","clust_0558","Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)"
"559","clust_0559","Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases"
"560","clust_0560","CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase"
"561","clust_0561","Transmembrane protein MT2276, clustered with lipoate gene"
"562","clust_0562","Isoleucyl-tRNA synthetase (EC 6.1.1.5)"
"563","clust_0563","Glutamate racemase (EC 5.1.1.3)"
"564","clust_0564","Putative ESX-1 secretion system component Rv3877"
"565","clust_0565","COG0613, Predicted metal-dependent phosphoesterases (PHP family)"
"566","clust_0566","FIG00672152: hypothetical protein"
"567","clust_0567","Macrolide 2'-phosphotransferase"
"568","clust_0568","ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog"
"569","clust_0569","Collagen alpha 1(I) chain precursor"
"570","clust_0570","Lon-like protease with PDZ domain"
"571","clust_0571","DNA recombination and repair protein RecO"
"572","clust_0572","Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)"
"573","clust_0573","FIG00424197: hypothetical protein"
"574","clust_0574","Glycyl-tRNA synthetase (EC 6.1.1.14)"
"575","clust_0575","tRNA dihydrouridine synthase B (EC 1.-.-.-)"
"576","clust_0576","tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)"
"577","clust_0577","Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"578","clust_0578","Sugar kinases, ribokinase family"
"579","clust_0579","Xaa-Pro aminopeptidase (EC 3.4.11.9)"
"580","clust_0580","Dihydrofolate synthase (EC 6.3.2.12) / Folylpolyglutamate synthase (EC 6.3.2.17)"
"581","clust_0581","COG0847: DNA polymerase III, epsilon subunit and related 3'-5' exonucleases"
"582","clust_0582","Cys-tRNA(Pro) deacylase YbaK"
"583","clust_0583","NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)"
"584","clust_0584","Thiamin pyrophosphokinase (EC 2.7.6.2)"
"585","clust_0585","GTP-binding protein TypA/BipA"
"586","clust_0586","Prephenate dehydratase (EC 4.2.1.51)"
"587","clust_0587","Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)"
"588","clust_0588","Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)"
"589","clust_0589","Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)"
"590","clust_0590","Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)"
"591","clust_0591","Exodeoxyribonuclease III (EC 3.1.11.2)"
"592","clust_0592","FIG00672330: hypothetical protein"
"593","clust_0593","PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE AND LEUCINE RICH PROTEIN"
"594","clust_0594","Response regulator LiaR"
"595","clust_0595","putative exodeoxyribonuclease V"
"596","clust_0596","Sodium/dicarboxylate symporter"
"597","clust_0597","Serine acetyltransferase (EC 2.3.1.30)"
"598","clust_0598","Cysteine synthase (EC 2.5.1.47)"
"599","clust_0599","acetyltransferase, GNAT family"
"600","clust_0600","Lipid A export ATP-binding/permease protein MsbA"
"601","clust_0601","Histidine permease YuiF"
"602","clust_0602","ABC transporter ATP-binding protein"
"603","clust_0603","FIG00672154: hypothetical protein"
"604","clust_0604","NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)"
"605","clust_0605","NADH oxidase H2O-forming (EC 1.6.-.-)"
"606","clust_0606","FIG00672242: hypothetical protein"
"607","clust_0607","FUPA23 P-type ATPase"
"608","clust_0608","L-serine dehydratase (EC 4.3.1.17)"
"609","clust_0609","Fk506-binding protein"
"610","clust_0610","Transcription elongation factor GreA"
"611","clust_0611","SOS-response repressor and protease LexA (EC 3.4.21.88)"
"612","clust_0612","FIG00671985: hypothetical protein"
"613","clust_0613","Ribonucleotide reductase transcriptional regulator NrdR"
"614","clust_0614","Superfamily I DNA and RNA helicases"
"615","clust_0615","ATP-dependent helicase"
"616","clust_0616","16S RNA G1207 methylase RsmC"
"617","clust_0617","GTP-binding protein HflX"
"618","clust_0618","L-lactate dehydrogenase (EC 1.1.1.27)"
"619","clust_0619","Signal transduction histidine kinase"
"620","clust_0620","Sporulation regulatory protein WhiB"
"621","clust_0621","Cell division protein FtsK"
"622","clust_0622","Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)"
"623","clust_0623","Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)"
"624","clust_0624","FIG083739: Putative secreted protein"
"625","clust_0625","FIG00672077: hypothetical protein"
"626","clust_0626","Phosphoglucomutase (EC 5.4.2.2)"
"627","clust_0627","Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)"
"628","clust_0628","putative two-component system response regulator"
"629","clust_0629","1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)"
"630","clust_0630","CarD-like transcriptional regulator"
"631","clust_0631","Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)"
"632","clust_0632","DNA-damage-inducible protein J"
"633","clust_0633","Dephospho-CoA kinase (EC 2.7.1.24)"
"634","clust_0634","Excinuclease ABC subunit B"
"635","clust_0635","ABC-type cobalt transport system, ATPase component"
"636","clust_0636","1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.74)"
"637","clust_0637","response regulator"
"638","clust_0638","DNA polymerase I (EC 2.7.7.7)"
"639","clust_0639","Glycogen debranching enzyme (EC 3.2.1.-)"
"640","clust_0640","FIG00424732: hypothetical protein"
"641","clust_0641","5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)"
"642","clust_0642","Acetate kinase (EC 2.7.2.1)"
"643","clust_0643","Phosphate acetyltransferase (EC 2.3.1.8)"
"644","clust_0644","GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)"
"645","clust_0645","Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)"
"646","clust_0646","Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake"
"647","clust_0647","MG(2+) CHELATASE FAMILY PROTEIN / ComM-related protein"
"648","clust_0648","FIG00672208: hypothetical protein"
"649","clust_0649","possible ATP binding protein of ABC transporter"
"650","clust_0650","putative ABC transporter permease protein"
"651","clust_0651","Response regulator of two-component system"
"652","clust_0652","histidine kinase sensor of two-component system"
"653","clust_0653","proline iminopeptidase"
"654","clust_0654","Pyrroline-5-carboxylate reductase (EC 1.5.1.2)"
"655","clust_0655","GTP-binding and nucleic acid-binding protein YchF"
"656","clust_0656","D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)"
"657","clust_0657","Inner membrane protein"
"658","clust_0658","INTEGRAL MEMBRANE PROTEIN (Rhomboid family)"
"659","clust_0659","Alkanesulfonates transport system permease protein"
"660","clust_0660","Hydroxymethylpyrimidine ABC transporter, substrate-binding component"
"661","clust_0661","Peptidyl-tRNA hydrolase (EC 3.1.1.29)"
"662","clust_0662","Transcription-repair coupling factor"
"663","clust_0663","Alkanesulfonates ABC transporter ATP-binding protein / Sulfonate ABC transporter, ATP-binding subunit SsuB"
"664","clust_0664","Alkanesulfonates-binding protein"
"665","clust_0665","Alkanesulfonates transport system permease protein"
"666","clust_0666","L-lactate dehydrogenase (EC 1.1.1.27)"
"667","clust_0667","FIG00672479: hypothetical protein"
"668","clust_0668","Exopolyphosphatase (EC 3.6.1.11)"
"669","clust_0669","Cobalt-zinc-cadmium resistance protein CzcD"
"670","clust_0670","possible rRNA methylase"
"671","clust_0671","Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)"
"672","clust_0672","Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)"
"673","clust_0673","Arginine pathway regulatory protein ArgR, repressor of arg regulon"
