cds_id	ortho_id	full_id	short_id	seq_id	strain_id	id_short
GV24|SEQ00940	clust_2516	fid|183977107|locus|VBIGarVag268944_0941|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP7672]	fid|183977107|locus|VBIGarVag268944_0941	SEQ00940	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01024	clust_2517	fid|183977287|locus|VBIGarVag268944_1025|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977287|locus|VBIGarVag268944_1025	SEQ01024	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01034	clust_2518	fid|183977317|locus|VBIGarVag268944_1035|   Translation initiation factor 2   [Gardnerella vaginalis JCP7672]	fid|183977317|locus|VBIGarVag268944_1035	SEQ01034	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01036	clust_2519	fid|183977321|locus|VBIGarVag268944_1037|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977321|locus|VBIGarVag268944_1037	SEQ01036	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01043	clust_2520	fid|183977338|locus|VBIGarVag268944_1044|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977338|locus|VBIGarVag268944_1044	SEQ01043	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01057	clust_2521	fid|183977371|locus|VBIGarVag268944_1058|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977371|locus|VBIGarVag268944_1058	SEQ01057	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01082	clust_2522	fid|183977427|locus|VBIGarVag268944_1083|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977427|locus|VBIGarVag268944_1083	SEQ01082	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01083	clust_2523	fid|183977430|locus|VBIGarVag268944_1084|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977430|locus|VBIGarVag268944_1084	SEQ01083	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01113	clust_2524	fid|183977507|locus|VBIGarVag268944_1114|   Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)   [Gardnerella vaginalis JCP7672]	fid|183977507|locus|VBIGarVag268944_1114	SEQ01113	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01177	clust_2525	fid|183977676|locus|VBIGarVag268944_1178|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977676|locus|VBIGarVag268944_1178	SEQ01177	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01193	clust_2526	fid|183977719|locus|VBIGarVag268944_1194|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977719|locus|VBIGarVag268944_1194	SEQ01193	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01194	clust_2527	fid|183977721|locus|VBIGarVag268944_1195|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977721|locus|VBIGarVag268944_1195	SEQ01194	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01197	clust_2528	fid|183977730|locus|VBIGarVag268944_1198|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977730|locus|VBIGarVag268944_1198	SEQ01197	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01207	clust_2529	fid|183977753|locus|VBIGarVag268944_1208|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977753|locus|VBIGarVag268944_1208	SEQ01207	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01208	clust_2530	fid|183977759|locus|VBIGarVag268944_1209|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977759|locus|VBIGarVag268944_1209	SEQ01208	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01219	clust_2531	fid|183977788|locus|VBIGarVag268944_1220|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977788|locus|VBIGarVag268944_1220	SEQ01219	Gardnerella vaginalis JCP7672	GV24
GV24|SEQ01228	clust_2532	fid|183977807|locus|VBIGarVag268944_1229|   hypothetical protein   [Gardnerella vaginalis JCP7672]	fid|183977807|locus|VBIGarVag268944_1229	SEQ01228	Gardnerella vaginalis JCP7672	GV24
GV07|SEQ00065	clust_2533	fid|85491707|locus|VBIGarVag249177_0065|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491707|locus|VBIGarVag249177_0065	SEQ00065	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00066	clust_2534	fid|85491709|locus|VBIGarVag249177_0066|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491709|locus|VBIGarVag249177_0066	SEQ00066	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00125	clust_2535	fid|85491831|locus|VBIGarVag249177_0125|   Cell division protein FtsK   [Gardnerella vaginalis 1500E]	fid|85491831|locus|VBIGarVag249177_0125	SEQ00125	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00126	clust_2536	fid|85491833|locus|VBIGarVag249177_0126|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491833|locus|VBIGarVag249177_0126	SEQ00126	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00127	clust_2537	fid|85491835|locus|VBIGarVag249177_0127|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491835|locus|VBIGarVag249177_0127	SEQ00127	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00128	clust_2538	fid|85491837|locus|VBIGarVag249177_0128|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491837|locus|VBIGarVag249177_0128	SEQ00128	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00129	clust_2539	fid|85491839|locus|VBIGarVag249177_0129|   DNA damage-responsive protein, expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS   [Gardnerella vaginalis 1500E]	fid|85491839|locus|VBIGarVag249177_0129	SEQ00129	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00130	clust_2540	fid|85491841|locus|VBIGarVag249177_0130|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491841|locus|VBIGarVag249177_0130	SEQ00130	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00131	clust_2541	fid|85491843|locus|VBIGarVag249177_0131|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491843|locus|VBIGarVag249177_0131	SEQ00131	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00132	clust_2542	fid|85491845|locus|VBIGarVag249177_0132|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491845|locus|VBIGarVag249177_0132	SEQ00132	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00133	clust_2543	fid|85491847|locus|VBIGarVag249177_0133|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491847|locus|VBIGarVag249177_0133	SEQ00133	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00134	clust_2544	fid|85491849|locus|VBIGarVag249177_0134|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491849|locus|VBIGarVag249177_0134	SEQ00134	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00135	clust_2545	fid|85491851|locus|VBIGarVag249177_0135|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491851|locus|VBIGarVag249177_0135	SEQ00135	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00145	clust_2546	fid|85491877|locus|VBIGarVag249177_0145|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491877|locus|VBIGarVag249177_0145	SEQ00145	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00152	clust_2547	fid|85491891|locus|VBIGarVag249177_0152|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491891|locus|VBIGarVag249177_0152	SEQ00152	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00190	clust_2548	fid|85491975|locus|VBIGarVag249177_0190|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85491975|locus|VBIGarVag249177_0190	SEQ00190	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00215	clust_2549	fid|85492026|locus|VBIGarVag249177_0215|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492026|locus|VBIGarVag249177_0215	SEQ00215	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00227	clust_2550	fid|85492061|locus|VBIGarVag249177_0227|   serine_threonine protein kinase   [Gardnerella vaginalis 1500E]	fid|85492061|locus|VBIGarVag249177_0227	SEQ00227	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00234	clust_2551	fid|85492077|locus|VBIGarVag249177_0234|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492077|locus|VBIGarVag249177_0234	SEQ00234	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00266	clust_2552	fid|85492147|locus|VBIGarVag249177_0266|   Translation initiation factor 2   [Gardnerella vaginalis 1500E]	fid|85492147|locus|VBIGarVag249177_0266	SEQ00266	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00282	clust_2553	fid|85492181|locus|VBIGarVag249177_0282|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492181|locus|VBIGarVag249177_0282	SEQ00282	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00308	clust_2554	fid|85492233|locus|VBIGarVag249177_0308|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492233|locus|VBIGarVag249177_0308	SEQ00308	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00336	clust_2555	fid|85492290|locus|VBIGarVag249177_0336|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492290|locus|VBIGarVag249177_0336	SEQ00336	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00402	clust_2556	fid|85492428|locus|VBIGarVag249177_0402|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492428|locus|VBIGarVag249177_0402	SEQ00402	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00416	clust_2557	fid|85492456|locus|VBIGarVag249177_0416|   SSU ribosomal protein S16p   [Gardnerella vaginalis 1500E]	fid|85492456|locus|VBIGarVag249177_0416	SEQ00416	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00421	clust_2558	fid|85492466|locus|VBIGarVag249177_0421|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492466|locus|VBIGarVag249177_0421	SEQ00421	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00543	clust_2559	fid|85492728|locus|VBIGarVag249177_0543|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492728|locus|VBIGarVag249177_0543	SEQ00543	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00597	clust_2560	fid|85492845|locus|VBIGarVag249177_0597|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85492845|locus|VBIGarVag249177_0597	SEQ00597	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00670	clust_2561	fid|85492992|locus|VBIGarVag249177_0670|   acetyltransferase, GNAT family   [Gardnerella vaginalis 1500E]	fid|85492992|locus|VBIGarVag249177_0670	SEQ00670	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00671	clust_2562	fid|85492994|locus|VBIGarVag249177_0671|   acetyltransferase, GNAT family   [Gardnerella vaginalis 1500E]	fid|85492994|locus|VBIGarVag249177_0671	SEQ00671	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00679	clust_2563	fid|85493010|locus|VBIGarVag249177_0679|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493010|locus|VBIGarVag249177_0679	SEQ00679	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00681	clust_2564	fid|85493014|locus|VBIGarVag249177_0681|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493014|locus|VBIGarVag249177_0681	SEQ00681	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00684	clust_2565	fid|85493020|locus|VBIGarVag249177_0684|   Adenine-specific methyltransferase    [Gardnerella vaginalis 1500E]	fid|85493020|locus|VBIGarVag249177_0684	SEQ00684	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00685	clust_2566	fid|85493022|locus|VBIGarVag249177_0685|   Chain A, Restriction Endonuclease Bcni-Cognate Dna Substrate Complex   [Gardnerella vaginalis 1500E]	fid|85493022|locus|VBIGarVag249177_0685	SEQ00685	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00686	clust_2567	fid|85493024|locus|VBIGarVag249177_0686|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493024|locus|VBIGarVag249177_0686	SEQ00686	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00687	clust_2568	fid|85493026|locus|VBIGarVag249177_0687|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493026|locus|VBIGarVag249177_0687	SEQ00687	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00688	clust_2569	fid|85493028|locus|VBIGarVag249177_0688|   narrowly conserved hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493028|locus|VBIGarVag249177_0688	SEQ00688	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00689	clust_2570	fid|85493030|locus|VBIGarVag249177_0689|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493030|locus|VBIGarVag249177_0689	SEQ00689	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00692	clust_2571	fid|85493036|locus|VBIGarVag249177_0692|   DNA-damage-inducible protein J   [Gardnerella vaginalis 1500E]	fid|85493036|locus|VBIGarVag249177_0692	SEQ00692	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00694	clust_2572	fid|85493040|locus|VBIGarVag249177_0694|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493040|locus|VBIGarVag249177_0694	SEQ00694	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00732	clust_2573	fid|85493117|locus|VBIGarVag249177_0732|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493117|locus|VBIGarVag249177_0732	SEQ00732	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00791	clust_2574	fid|85493245|locus|VBIGarVag249177_0791|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493245|locus|VBIGarVag249177_0791	SEQ00791	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00808	clust_2575	fid|85493283|locus|VBIGarVag249177_0808|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493283|locus|VBIGarVag249177_0808	SEQ00808	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00810	clust_2576	fid|85493287|locus|VBIGarVag249177_0810|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493287|locus|VBIGarVag249177_0810	SEQ00810	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00812	clust_2577	fid|85493291|locus|VBIGarVag249177_0812|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493291|locus|VBIGarVag249177_0812	SEQ00812	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00816	clust_2578	fid|85493301|locus|VBIGarVag249177_0816|   FIG00672383: hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493301|locus|VBIGarVag249177_0816	SEQ00816	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00817	clust_2579	fid|85493303|locus|VBIGarVag249177_0817|   FIG00672383: hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493303|locus|VBIGarVag249177_0817	SEQ00817	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00820	clust_2580	fid|85493309|locus|VBIGarVag249177_0820|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493309|locus|VBIGarVag249177_0820	SEQ00820	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00828	clust_2581	fid|85493325|locus|VBIGarVag249177_0828|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493325|locus|VBIGarVag249177_0828	SEQ00828	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00836	clust_2582	fid|85493341|locus|VBIGarVag249177_0836|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493341|locus|VBIGarVag249177_0836	SEQ00836	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00841	clust_2583	fid|85493353|locus|VBIGarVag249177_0841|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493353|locus|VBIGarVag249177_0841	SEQ00841	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00866	clust_2584	fid|85493403|locus|VBIGarVag249177_0866|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493403|locus|VBIGarVag249177_0866	SEQ00866	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00894	clust_2585	fid|85493459|locus|VBIGarVag249177_0894|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493459|locus|VBIGarVag249177_0894	SEQ00894	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00901	clust_2586	fid|85493473|locus|VBIGarVag249177_0901|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493473|locus|VBIGarVag249177_0901	SEQ00901	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00917	clust_2587	fid|85493505|locus|VBIGarVag249177_0917|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493505|locus|VBIGarVag249177_0917	SEQ00917	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00926	clust_2588	fid|85493525|locus|VBIGarVag249177_0926|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493525|locus|VBIGarVag249177_0926	SEQ00926	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00961	clust_2589	fid|85493596|locus|VBIGarVag249177_0961|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493596|locus|VBIGarVag249177_0961	SEQ00961	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00966	clust_2590	fid|85493609|locus|VBIGarVag249177_0966|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493609|locus|VBIGarVag249177_0966	SEQ00966	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00974	clust_2591	fid|85493625|locus|VBIGarVag249177_0974|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493625|locus|VBIGarVag249177_0974	SEQ00974	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00985	clust_2592	fid|85493648|locus|VBIGarVag249177_0985|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493648|locus|VBIGarVag249177_0985	SEQ00985	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00989	clust_2593	fid|85493663|locus|VBIGarVag249177_0989|   2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase    [Gardnerella vaginalis 1500E]	fid|85493663|locus|VBIGarVag249177_0989	SEQ00989	Gardnerella vaginalis 1500E	GV07
GV07|SEQ00990	clust_2594	fid|85493665|locus|VBIGarVag249177_0990|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493665|locus|VBIGarVag249177_0990	SEQ00990	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01021	clust_2595	fid|85493728|locus|VBIGarVag249177_1021|   binding-protein-dependent transport systems inner membrane component   [Gardnerella vaginalis 1500E]	fid|85493728|locus|VBIGarVag249177_1021	SEQ01021	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01067	clust_2596	fid|85493820|locus|VBIGarVag249177_1067|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493820|locus|VBIGarVag249177_1067	SEQ01067	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01097	clust_2597	fid|85493885|locus|VBIGarVag249177_1097|   ABC transporter, permease   [Gardnerella vaginalis 1500E]	fid|85493885|locus|VBIGarVag249177_1097	SEQ01097	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01098	clust_2598	fid|85493887|locus|VBIGarVag249177_1098|   ABC transporter, ATP-binding protein   [Gardnerella vaginalis 1500E]	fid|85493887|locus|VBIGarVag249177_1098	SEQ01098	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01099	clust_2599	fid|85493889|locus|VBIGarVag249177_1099|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493889|locus|VBIGarVag249177_1099	SEQ01099	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01100	clust_2600	fid|85493891|locus|VBIGarVag249177_1100|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493891|locus|VBIGarVag249177_1100	SEQ01100	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01101	clust_2601	fid|85493893|locus|VBIGarVag249177_1101|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493893|locus|VBIGarVag249177_1101	SEQ01101	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01108	clust_2602	fid|85493911|locus|VBIGarVag249177_1108|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493911|locus|VBIGarVag249177_1108	SEQ01108	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01110	clust_2603	fid|85493915|locus|VBIGarVag249177_1110|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493915|locus|VBIGarVag249177_1110	SEQ01110	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01111	clust_2604	fid|85493917|locus|VBIGarVag249177_1111|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493917|locus|VBIGarVag249177_1111	SEQ01111	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01112	clust_2605	fid|85493919|locus|VBIGarVag249177_1112|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493919|locus|VBIGarVag249177_1112	SEQ01112	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01142	clust_2606	fid|85493985|locus|VBIGarVag249177_1142|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85493985|locus|VBIGarVag249177_1142	SEQ01142	Gardnerella vaginalis 1500E	GV07
GV07|SEQ01156	clust_2607	fid|85494013|locus|VBIGarVag249177_1156|   hypothetical protein   [Gardnerella vaginalis 1500E]	fid|85494013|locus|VBIGarVag249177_1156	SEQ01156	Gardnerella vaginalis 1500E	GV07
GV19|SEQ00016	clust_2608	fid|42626866|locus|VBIGarVag39333_0016|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]	fid|42626866|locus|VBIGarVag39333_0016	SEQ00016	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00017	clust_2609	fid|42626868|locus|VBIGarVag39333_0017|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]	fid|42626868|locus|VBIGarVag39333_0017	SEQ00017	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00018	clust_2610	fid|42626870|locus|VBIGarVag39333_0018|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]	fid|42626870|locus|VBIGarVag39333_0018	SEQ00018	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00065	clust_2611	fid|42626964|locus|VBIGarVag39333_0065|   rRNA methylases   [Gardnerella vaginalis ATCC 14019]	fid|42626964|locus|VBIGarVag39333_0065	SEQ00065	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00136	clust_2612	fid|42627111|locus|VBIGarVag39333_0136|   Serine/threonine protein kinase PrkC, regulator of stationary phase   [Gardnerella vaginalis ATCC 14019]	fid|42627111|locus|VBIGarVag39333_0136	SEQ00136	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00142	clust_2613	fid|42627123|locus|VBIGarVag39333_0142|   FIG00672446: hypothetical protein   [Gardnerella vaginalis ATCC 14019]	fid|42627123|locus|VBIGarVag39333_0142	SEQ00142	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00199	clust_2614	fid|42627245|locus|VBIGarVag39333_0199|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]	fid|42627245|locus|VBIGarVag39333_0199	SEQ00199	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00200	clust_2615	fid|42627247|locus|VBIGarVag39333_0200|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]	fid|42627247|locus|VBIGarVag39333_0200	SEQ00200	Gardnerella vaginalis ATCC 14019	GV19
GV19|SEQ00201	clust_2616	fid|42627253|locus|VBIGarVag39333_0201|   hypothetical protein   [Gardnerella vaginalis ATCC 14019]	fid|42627253|locus|VBIGarVag39333_0201	SEQ00201	Gardnerella vaginalis ATCC 14019	GV19
